N,BIBID,ITEMID,Code barre,D.CREATION,D.MODIF,Cote,Inventaire,Titre,Auteur,Staff-Note,ISBN-A,Item class,Nb Page,Date edition,Editeur,Prix
2675,1572621,2659032,'046200002709',10/27/2016,10/27/2016,-,inv. 17858,�La �conduite de projets,Thierry Hougron avec la collaboration de Jean-Jacques Cousty,inv. 17858,978-2-10-052965-0,Monographie prêtable (50),1 vol. (X-437 p.),DL 2009,Dunod,40 EUR
2676,475380,2659039,'046200002710',10/27/2016,10/27/2016,-,inv. 17815,Finance moderne d'entreprise,"Mondher Bellalah Sudipto Bhattacharya, préf. de Gérard Hirigoyen",inv. 17815,2-7178-4631-X,Monographie prêtable (50),532 p,2003,Economica,-
2677,1544104,2659045,'046200002711',10/27/2016,11/24/2018,MAR 752,inv. 17679,Le monde de la PUB,"Mark Tungate Trad. par Michel Faussurier, Marie Briotet, préf. de François Kermoal",inv. 17679,9.7821E+12,Monographie prêtable (50),273 p.,2009,Dunod,-
2678,928061,2659052,'046200002712',10/27/2016,10/27/2016,-,inv. 17587,Management et marketing du Luxe,"Michel Chevalier,Gérald Mazzalovo trad.de Julien Randon-Furling",inv. 17587,9.7821E+12,Monographie prêtable (50),359 p.,2008,Dunod,-
2679,549000,2659059,'046200002713',10/27/2016,11/30/2018,B.B 201(5),inv. 17802,Bourse et gestion de portefeuille,Jacques Hamon -,inv. 17802,9.78272E+12,Monographie prêtable (50),460 p.,2008,Economica,-
2680,675606,2659066,'046200002714',10/27/2016,11/29/2018,B.B 224,inv. 17485,Les techniques bancaires en 52 fiches,Sandrine Mahier -Lefrançois -,inv. 17485,9.7821E+12,Monographie prêtable (50),288 p.,2008,Dunod,-
2681,53192,2659630,'046200002715',10/29/2016,12/18/2018,MATH 354 (2),inv. 17304,Mathématiques appliquées à la gestion,"Jérémy Dussart, Natacha Joukoff, Ahmed Loulit... [et al.] -",inv. 17304,2-7440-7030-0,Monographie prêtable (50),239 p.,2004,Pearson éducation France,25 EUR
2682,1588710,2659631,'046200002716',10/29/2016,11/24/2018,MAR 756,inv. 17328,Marketing,coordonné par Francis Salerno et Hervé Colas -,inv. 17328,9.78271E+12,Monographie prêtable (50),1 vol. (VIII-410 p.),impr. 2007,Vuibert,42 EUR
2683,922427,2659632,'046200002717',10/29/2016,10/29/2016,-,inv. 17317,La gestion environnementale,Ordre des experts comptable Préf. Chantal Jouanno,inv. 17317,9.7821E+12,Monographie prêtable (50),392p,2008,Dunod,-
2684,1551039,2659633,'046200002718',10/29/2016,10/29/2016,-,inv. 17836,Macroéconomie,Gregory N. Mankiw trad. de la 6è ed. americaine par Jean Houard,inv. 17836,9.78236E+12,Monographie prêtable (50),XLII-761 p.,2009,De Boeck,-
2685,1725864,2659634,'046200002719',10/29/2016,10/29/2016,-,inv. 17845,Réussir le Score IAE-message,"Jean-Marie Le Tallec, Charles Tafanelli, Nathalie Schon... [et al.] sous la direction d'Annie Reithmann",inv. 17845,978-2-7590-0316-7,Monographie prêtable (50),1 vol. (267 p.),impr. 2009,Studyrama,25 EUR
2686,1554950,2659636,'046200002720',10/29/2016,10/29/2016,-,inv. 17846,Réussir les tests à l'entrée des 3es cycles et écoles de gestion,"Axel Delmotte, William Seck, Hubert Silly -",inv. 17846,2-84472-576-7,Monographie prêtable (50),1 vol. (253 p.),impr. 2006,Studyrama,25 EUR
2687,1526777,2659639,'046200002721',10/29/2016,10/29/2016,-,inv. 17826,L'anglais du marketing,Amina yala -,inv. 17826,9.78276E+12,Monographie prêtable (50),260 p.,imp. 2008,Studyrama,-
2688,1541703,2659641,'046200002722',10/29/2016,10/29/2016,-,inv. 17821,L'anglais de l'environnement et du développement durable,- -,inv. 17821,2-7590-0412-0,Monographie prêtable (50),200 p,2008,Studyrama,28 dt
2689,621128,2659642,'046200002723',10/29/2016,10/29/2016,-,inv. 17824,L'anglais de la finance,Amina Yala -,inv. 17824,-,Monographie prêtable (50),281 p.,2008,Studyrama,-
2690,758293,2659646,'046200002724',10/29/2016,10/29/2016,-,inv. 17823,L' anglais de la communication,Amina Yala -,inv. 17823,-,Monographie prêtable (50),285 p.,2008,Groupe vocatis,-
2691,1562340,2659649,'046200002725',10/29/2016,10/29/2016,-,inv. 17827,L'Anglais du Marketing,Amina Yala -,inv. 17827,978-2-7590-0609-0,Monographie prêtable (50),119 p.,2009,Studyrama,-
2692,1581820,2659650,'046200002726',10/29/2016,10/29/2016,-,inv. 17825,L'anglais des ressources humaines,Laetitia Urbach -,inv. 17825,9.78276E+12,Monographie prêtable (50),119 p.,2009,-,-
2693,1512452,2659652,'046200002727',10/29/2016,10/29/2016,-,inv. 17292,Maxi fiches de gestion financière de l'entreprise,Dov Ogien -,inv. 17292,978-2-10-052249-1,Monographie prêtable (50),VIII-182 p.,2008,Dunod,-
2694,1550121,2660587,'046200002728',11/1/2016,11/24/2018,MAR 779,inv. 17855,Projets de communication,"Charles Scibetta, Alain Kempf, Carlos Alves -",inv. 17855,978-2-200-24420-0,Monographie prêtable (50),1 vol. (IX-431 p.),impr. 2009,A. Colin,25 EUR
2695,1522569,2660588,'046200002729',11/1/2016,11/1/2016,-,inv. 17849,Testez votre niveau en englais,Florence Savary -,inv. 17849,978-2-7590-02399,Monographie prêtable (50),182p.,2008,Studyrama,-
2696,876067,2660775,'046200002730',11/2/2016,11/2/2016,-,inv. 17028,Le conseil en management,"Patrick Gilbert, Antoine Lancestre -",inv. 17028,9.7821E+12,Monographie prêtable (50),1 vol. (VII-264 p.),impr. 2008,Dunod,28 EUR
2697,1732969,2660792,'046200002731',11/2/2016,11/2/2016,-,inv. 17386,Cv et lettre de omtivation,Fabien lemercier et françoise marol -,inv. 17386,9.78284E+12,Monographie prêtable (50),(243p.),2007,Studyrama,-
2698,1551352,2660794,'046200002732',11/2/2016,11/2/2016,ECO.ENT,inv. 17898 (2),Evaluation d'entreprise,Arnaud Thauvron -,inv. 17898 (2),978-2-7178-5798-6,Monographie prêtable (50),285p,2010,Econamica,-
2699,712544,2661452,'046200002733',11/3/2016,11/3/2016,-,inv. 17658,Droit des entreprises en difficultés économiques,Farouk Mechri -,inv. 17658,9.78997E+12,Monographie prêtable (50),279 p.,2008,Sud Editions,-
2700,1466394,2661454,'046200002734',11/3/2016,11/3/2016,-,inv. 17657,Comptabilité approfondie,"Robert Obert , Marie- Pierre Mairesse -",inv. 17657,9.7821E+12,Monographie prêtable (50),181 p.,2009,Dunod,-
2701,138991,2661463,'046200002735',11/3/2016,11/3/2016,-,inv. 17653,Communiquer avec un petit budget,Pascal Chauvin -,inv. 17653,978-2-10-051667-4,Monographie prêtable (50),1 vol. (X-145 p.),DL 2008,Dunod,16 EUR
2702,1748447,2661464,'046200002736',11/3/2016,11/3/2016,-,inv. 20135,Techniques d'assurance,"Régine Marquet,... -",inv. 20135,9.78222E+12,Monographie prêtable (50),1 vol. (313 p.),2012,Foucher,-
2703,1550457,2660782,'046200002737',11/2/2016,12/17/2018,H.T 73,inv. 17153,Le tourisme durable,organisé par l'Université du Littoral Côte d'Opale sous.dir. Hervé Deperne,inv. 17153,978-2-296-04183-7,Monographie prêtable (50),131 p.,2007,l'harmattan,-
2704,1785543,2661465,'046200002738',11/3/2016,11/3/2016,-,inv. 21042,Techniques d'assurance,André Martin -,inv. 21042,9.7821E+12,Monographie prêtable (50),239 p.,2014,Dunod,-
2705,763023,2661477,'046200002739',11/3/2016,12/6/2018,STA 410,inv. 17363,Introduction to econometrics,"James H. Stock, Mark W. Watson -",inv. 17363,0-321-44253-9,Monographie prêtable (50),796p.,2007,Pearson education,-
2706,1534699,2661497,'046200002740',11/3/2016,11/3/2016,-,inv. 17433,Management des PME,Sous la direction de Louis Jacques Filion -,inv. 17433,978-2-7613-2580-6,Monographie prêtable (50),1 vol. (XXXIV-566 p.),2007,Editions du Renouveau Pédagogique (ERPI),-
2707,1532883,2661502,'046200002741',11/3/2016,11/3/2016,-,inv. 17809,Dictionnaire d'analyse ©économique et historique des sociétés contemporaines,"ouvrage dirigé par Philippe Deubel [rédigé par] Fatima Aiit-Said, Denis Anne, Philippe Desaint... [et al.]",inv. 17809,9.78274E+12,Monographie prêtable (50),1 vol. (XXVI-424 p.),2009,Pearson Education,-
2708,1513966,2661779,'046200002742',11/3/2016,11/3/2016,-,inv. 17462,"Le Forex, introduction au march des devises",Benot Fernadez-Riou -,inv. 17462,978-2-297-00460-2,Monographie prêtable (50),1 vol. (218 p.),impr. 2008,Gualino-Lextenso d.,26 EUR
2709,348009,2661781,'046200002743',11/3/2016,12/17/2018,H.T 66,inv. 17466,Communiquer en anglais dans l'hôtellerie et la restauration,Francy Brethenoux-Seguin -,inv. 17466,9.7828E+12,Monographie prêtable (50),165 p.,DL 2007,De Boeck,23 EUR
2710,1534669,2661783,'046200002744',11/3/2016,11/3/2016,-,inv. 17691,Droit commercial et des affaires,Michel Menjucq -,inv. 17691,9.7823E+12,Monographie prêtable (50),1 vol. (163 p.),impr. 2009,Gualino-Lextenso ed.,17 EUR
2711,76000,2661785,'046200002746',11/3/2016,11/3/2016,-,inv. 17201,L'invention du marché,Philippe Norel -,inv. 17201,2020-410915,Monographie prêtable (50),579 p.,2004,Ed. du Seuil,-
2712,139895,2661788,'046200002747',11/3/2016,12/18/2018,MATH 364,inv. 17298,Mathématiques pour l'économie et la gestion,"Patrick Roger,... -",inv. 17298,2-7440-7188-9,Monographie prêtable (50),1 vol. (VI-404 p.),DL 2006,Pearson education France,-
2713,393782,2661789,'046200002748',11/3/2016,11/3/2016,-,inv. 17306 (2),"Probabilités, statistique et processus stochastiques",Patrick Roger -,inv. 17306 (2),2-7440-7034-3,Monographie prêtable (50),X-245 p.,2004,Pearson education France,26 EUR
2714,1771263,2661794,'046200002749',11/3/2016,11/3/2016,-,inv. 17680,Le rôle de l'auuditeur interne dans la détection et la prévention de la fraude,elabo. par Fahmi Ayadi encad. par Emna Boumediene,inv. 17680,-,Monographie prêtable (50),91p.,2014,I.S.C.A.E.,-
2715,860162,2661796,'046200002750',11/3/2016,11/3/2016,-,inv. 17830,�L'�indispensable de la culture anglo-saxonne,Axel Delmotte -,inv. 17830,2-84472-261-X,Monographie prêtable (50),440 p.,2003,Jeunes ed.-Studyrama,"22,90 EUR"
2716,604804,2661797,'046200002751',11/3/2016,11/3/2016,-,inv. 17305 (2),Statistique descriptive,"Étienne Bressoud, Jean-Claude Kahané -",inv. 17305 (2),978-2-7440-7237-6,Monographie prêtable (50),VIII-247 p.,impr. 2008,Pearson education France,27 EUR
2717,621108,2661798,'046200002752',11/3/2016,11/3/2016,-,inv. 17820,"�L'�analytique, nouvel outil strat�gique","Thomas H. Davenport, Jeanne G. Harris traduit de l'anglais (�tats-Unis) par Michel Le S�ac'h",inv. 17820,978-2-7440-6318-3,Monographie prêtable (50),1 vol. (VIII-280 p.),impr. 2008,Village mondial,-
2718,1067152,2665462,'046200002753',11/15/2016,11/15/2016,-,inv. 17202,Management des opérations de commerce international,"Ghislaine Legrand, Hubert Martini -",inv. 17202,978-2-10-051150-1,Monographie prêtable (50),1 vol. (VII-158 p.),DL 2007,Dunod,15 EUR
2719,753201,2665479,'046200002754',11/15/2016,12/19/2018,ORG 176 (6),inv. 17837,Management des organisations,Don Hellriegel -,inv. 17837,2-915236-15-1,Monographie prêtable (50),728p,2006,De Boeck université,-
2720,1735614,2665481,'046200002755',11/15/2016,11/15/2016,-,inv. 19540,Manager la responsabilité sociale de l'entreprise,"Jean-Pascal Gond, Jacques Igalens -",inv. 19540,9.78274E+12,Monographie prêtable (50),207 p.,2012,Pearson. Bordeaux : Dareios,-
2721,1539179,2665491,'046200002756',11/15/2016,11/15/2016,STA,inv. 17307 (1),Analyse de données avec SPSS,"Manu Carricano, Fanny Poujol -",inv. 17307 (1),9.78274E+12,Monographie prêtable (50),202 p.,2008,Pearson Education,-
2722,939144,2665495,'046200002757',11/15/2016,11/15/2016,-,inv. 17359,Quantitative Analysis for Management,Barry Render Ralph M. Stair,inv. 17359,9.78014E+12,Monographie prêtable (50),768 p.,2009,Pearson International Edition,-
2723,1396301,2665497,'046200002758',11/15/2016,11/24/2018,MAR 759,inv. 17421,�La �science du shopping,Paco Underhill traduit de l'anglais (�tats-Unis) par Marie-France Pavillet,inv. 17421,978-2-7440-6272-8,Monographie prêtable (50),1 vol. (256 p.),DL 2007,Village mondial,27 EUR
2724,604804,2665499,'046200002759',11/15/2016,12/6/2018,STA 409,inv. 17305 (1),Statistique descriptive,"Étienne Bressoud, Jean-Claude Kahané -",inv. 17305 (1),978-2-7440-7237-6,Monographie prêtable (50),VIII-247 p.,impr. 2008,Pearson education France,27 EUR
2725,393782,2665500,'046200002760',11/15/2016,12/6/2018,STA 408,inv. 17306 (1),"Probabilités, statistique et processus stochastiques",Patrick Roger -,inv. 17306 (1),2-7440-7034-3,Monographie prêtable (50),X-245 p.,2004,Pearson education France,26 EUR
2726,675550,2665501,'046200002761',11/15/2016,12/6/2018,STA 411,inv. 17293,La statistique sans formule mathématique,Bernard Py -,inv. 17293,9.78274E+12,Monographie prêtable (50),172 p.,2007,Pearson education,-
2727,913658,2665502,'046200002762',11/15/2016,11/15/2016,-,inv. 17365,Business mathematics,"Charless D. Miller, Stanley A. Salzman, Gary Clendenen -",inv. 17365,321277821,Monographie prêtable (50),670,2006,Pearson Education International,-
2728,1719820,2665505,'046200002763',11/15/2016,11/15/2016,-,inv. 19544,Marketing managament,"Philip Kotler, kevin Keller, Delphine Manceau -",inv. 19544,9.78274E+12,Monographie prêtable (50),841 p.,2012,Pearson éd.,-
2729,1733543,2665508,'046200002764',11/15/2016,11/15/2016,-,inv. 19507,Intelligence économique et knowledge management,Alphonse Carlier -,inv. 19507,978-2-12-465367-6,Monographie prêtable (50),1 vol. (XVI-310 p.),impr. 2012,AFNOR,-
2730,1514763,2667899,'046200002765',11/23/2016,11/24/2018,MAR 760,inv. 17902,Etudes de marché,"Patrick Legros,... Mikaël Legros,... -",inv. 17902,9.78273E+12,Monographie prêtable (50),1 vol. (302 p.),impr. 2009,Ellipses,-
2731,1551878,2667901,'046200002766',11/23/2016,12/6/2018,STA 393 (9),inv. 17309 (4),Statistiques pour l'économie et la gestion,"David R. Anderson, Dennis J. Sweeney, Thomas A. Williams trad. Claire Borsenberger",inv. 17309 (4),2-7445-0121-2,Monographie prêtable (50),779 p.,2006,De Boeck,-
2732,675586,2667903,'046200002767',11/23/2016,11/23/2016,-,inv. 17234,Les systèmes d'information de gestion,Philippe Nasr -,inv. 17234,9.7829E+12,Monographie prêtable (50),VIII -181 p.,2009,Gaëtan morin,-
2733,888135,2667905,'046200002768',11/23/2016,11/23/2016,-,inv. 17878,Gestion et Prévention de crise en situation post-catastrophe,Marie-Thérèse Neuilly préf.Badaoui Rouhban,inv. 17878,978-2-8041-5897-2,Monographie prêtable (50),295 p.,2008,De Boeck,-
2734,1608533,2667907,'046200002769',11/23/2016,11/23/2016,-,inv. 17876,Histoire économique de l'europe du XXe siècle,Ivan Tibor Berend trad. de la 1re édition anglaise par Amandine Nguyen ; révision scientifique de Paul Servais,inv. 17876,9.7828E+12,Monographie prêtable (50),331p.,2008,De Boeck,-
2735,476588,2667933,'046200002770',11/23/2016,11/24/2018,MAR 739,inv. 17879,Marketing et médias interactifs,Edith Nuss -,inv. 17879,2-7081-2700-4,Monographie prêtable (50),487 p.,2002,Ed. d'Organisation,-
2736,91635,2667940,'046200002771',11/23/2016,11/23/2016,-,inv. 19022,Intelligence économique et gestion des risques,sous la direction de Michel-Henry Bouchet et Alice Guilhon Le Fraper du Hellen -,inv. 19022,97-000008-2-7440-7228-4,Monographie prêtable (50),1 vol. (241 p.),impr. 2007,Pearson education,29 EUR
2737,1713547,2667945,'046200002772',11/23/2016,11/23/2016,-,inv. 19284,Fonctions RH,"Maurice Thévenet, Cécile Dejoux, Eléonore Marbot, Etienne Normand, Anne-Françoise Bender, François Silva -",inv. 19284,9.78274E+12,Monographie prêtable (50),XIX-526p.,2012,Pearson Education,-
2738,1530321,2668248,'046200002773',11/24/2016,12/17/2018,H.T 69,inv. 17464,Design des lieux d'accueil,Nicolas Minvielle préf. d'Antoine Wasserfallen,inv. 17464,9.7828E+12,Monographie prêtable (50),197p,2008,Groupe De Boeck,-
2739,1578249,2668251,'046200002774',11/24/2016,11/24/2016,GC,inv. 17460,Évaluation,[ouvrage conçu et réalisé par la rédaction des Éditions Francis Lefebvre] -,inv. 17460,978-2-85115-828-4,Monographie prêtable (50),1 vol. (344 p.),DL 2009,F. Lefebvre,68 EUR
2740,138367,2668253,'046200002775',11/24/2016,11/24/2016,-,inv. 17502 (1),Le contrôle interne,"Philippe Noirot, Jacques Walter -",inv. 17502 (1),978-2-12-465155-9,Monographie prêtable (50),1 vol. (XVIII-195 p.),impr. 2008,Afnor ed.,29 EUR
2741,1345074,2668257,'046200002776',11/24/2016,11/24/2016,GC 1746,inv. 17211,Mémento d'audit interne,"Pierre Schick pref. de Serge Evraert, Jacques Vera",inv. 17211,2-10-050947-0,Monographie prêtable (50),217 p.,2007,Dunod,-
2742,939481,2668259,'046200002777',11/24/2016,11/24/2016,-,inv. 17178,Théorie et pratique de l'audit interne,Jacques Renard avec le concours. de Jean-Michel Chaplain,inv. 17178,9.78271E+12,Monographie prêtable (50),XIV-479 p.,2008,Éd. d'Organisation,-
2743,476776,2668268,'046200002778',11/24/2016,11/24/2018,MAR 762 (1 ),inv. 17146 (1),La promotion des ventes,Pierre Desmet dir. Bernard Pras,inv. 17146 (1),9.7821E+12,Monographie prêtable (50),381 p.,2007,Dunod,-
2744,53152,2668275,'046200002779',11/24/2016,11/24/2016,-,inv. 17301,Contrôle de gestion et gestion budgétaire,"Charles T. Horngren,... Alnoor Bhimani,... Srikant Datar,... [et al.]   adaptation française, Georges Langlois,...",inv. 17301,2-7440-7159-5,Monographie prêtable (50),1 vol. (XX-444 p.),cop. 2006,Pearson education,36 EUR
2745,251800,2668281,'046200002780',11/24/2016,11/24/2016,-,inv. 17503,"Options, futures et autres actifs dérivés",John Hull -,inv. 17503,978-2-7440-7179-9,Monographie prêtable (50),XXV-815 p.,2007,Pearson education,-
2746,251800,2668283,'046200002781',11/24/2016,11/24/2016,-,inv. 17841,"Options, futures et autres actifs dérivés",John Hull -,inv. 17841,978-2-7440-7179-9,Monographie prêtable (50),XXV-815 p.,2007,Pearson education,-
2747,53273,2668297,'046200002782',11/24/2016,11/24/2016,MAR 692,inv. 17948,Comportement du consommateur,"Michael R. Solomon,... direction de l'édition française et adaptation, Elisabeth Tissier-Desbordes,... et Benoît Heilbrunn,...",inv. 17948,2-7440-7135-8,Monographie prêtable (50),1 vol. (XXII-586 p.),cop. 2004,Pearson education,45 EUR
2748,1659250,2668349,'046200002783',11/24/2016,11/24/2018,MAR 738,inv. 17798,Au coeur de votre réussite....le marketing,Thierry Colmant -,inv. 17798,9.78287E+12,Monographie prêtable (50),234p.,2009,Edipro,-
2749,1511480,2668365,'046200002784',11/24/2016,11/24/2016,-,inv. 17715,منهجية قانونية,محمد محفوظ -,inv. 17715,9.78997E+12,Monographie prêtable (50),175 ص.,2010,منشورات مجمع الأطرش للكتاب المختص,-
2750,1605113,2668370,'046200002785',11/24/2016,11/24/2016,-,inv. 17716,نظام السّجل العقّاري,علي كحلون -,inv. 17716,978-9973-718-33-4,Monographie prêtable (50),663 ص.,2009,مجمّع الأطرش للكتاب المختص,-
2751,1658608,2668372,'046200002786',11/24/2016,11/24/2016,-,inv. 17736,Initiation à la logique comptable,Michel Salva -,inv. 17736,9.78271E+12,Monographie prêtable (50),281 p.,2009,Vuibert,-
2752,1511436,2668376,'046200002787',11/24/2016,11/24/2016,-,inv. 17711,فقه قضاء المحكمة الاٍدارية لسنة 2008,المحكمة الاٍدارية -,inv. 17711,9.78997E+12,Monographie prêtable (50),877 ص.,2010,مجمع الأطراش للكتاب المختص,-
2753,548546,2668381,'046200002788',11/24/2016,12/20/2018,MON 144,inv. 17705,السياسة النقدية و التوجهات الحديثة,شاكر عطاء الله -,inv. 17705,9.78997E+12,Monographie prêtable (50),208 ص.,2009,مطبعة تونس قرطاج,-
2754,1828878,2668383,'046200002789',11/24/2016,11/24/2016,-,inv. 17706,القانون الجزائي التونسي,مصطفي بن جعفر -,inv. 17706,9.78997E+12,Monographie prêtable (50),363 ص.,2009,[د. ن.],-
2755,1554062,2668387,'046200002790',11/24/2016,11/24/2016,-,inv. 17704,الجديد في مجلة الطرقات,عصام الأحمر -,inv. 17704,9.78997E+12,Monographie prêtable (50),143 ص.,2010,مجمع الأطراش للكتاب المختص,-
